path,kind,platforms,platform_assumptions,duplicate_of,references_moving_paths,needs_compat_test,keep,migration_action,validated_by
skills/repo/repo-standards/scripts/ip-scan.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/ip-scan.sh,no,yes,yes,keep,NONE
skills/repo/repo-standards/scripts/parse-mode-args.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/repo/repo-standards/scripts/score-contract-gaps.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/score-contract-gaps.sh,no,yes,yes,keep,NONE
skills/repo/repo-standards/scripts/score-standards-gaps.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/score-standards-gaps.sh,no,yes,yes,keep,NONE
skills/repo/repo-standards/scripts/standards-inventory.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/standards-inventory.sh,no,yes,yes,keep,NONE
skills/repo/repo-standards/templates/pr-body.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/repo-standards/templates/remediation-plan.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/repo-standards/templates/review-report.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/toolkit/find-skill/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/toolkit/find-skill/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/toolkit/notify-setup/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/toolkit/notify-setup/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/toolkit/retro/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/toolkit/session-report/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/toolkit/session-report/analyze-sessions.mjs,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/session-report/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/toolkit/session-report/template.html,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/toolkit/skill-creator/LICENSE.txt,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,skills/creative/algorithmic-art/LICENSE.txt,no,no,yes,keep,NONE
skills/toolkit/skill-creator/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,yes: 16-field skill contract,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/toolkit/skill-creator/agents/analyzer.md,canonical,claude-code,yes: Claude subagent frontmatter,no,no,no,yes,change,NONE
skills/toolkit/skill-creator/agents/comparator.md,canonical,claude-code,yes: Claude subagent frontmatter,no,no,no,yes,change,NONE
skills/toolkit/skill-creator/agents/grader.md,canonical,claude-code,yes: Claude subagent frontmatter,no,no,no,yes,change,NONE
skills/toolkit/skill-creator/assets/eval_review.html,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/toolkit/skill-creator/eval-viewer/generate_review.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/eval-viewer/viewer.html,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/toolkit/skill-creator/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/toolkit/skill-creator/references/frontmatter-template.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,yes: 16-field skill contract,no,yes,change,NONE
skills/toolkit/skill-creator/references/schemas.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/toolkit/skill-creator/scripts/__init__.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/aggregate_benchmark.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/generate_report.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/improve_description.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/package_skill.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/quick_validate.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/run_eval.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/run_loop.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/toolkit/skill-creator/scripts/utils.py,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
templates/global-CLAUDE.md,adapter-specific,claude-code,yes: ~/.claude/CLAUDE.md target,no,no,no,yes,change,NONE
tests/test-concurrency-guard.sh,test,claude-code,yes: exercises Claude hook JSON protocol,no,no,no,yes,change,make test-hooks -> tests/test-concurrency-guard.sh (CI hook-tests)
